date	MGHZ
20000510	0.24
20000511	0.30
20000512	0.28
20000513	0.58
20000514	0.36
20000515	0.36
20000516	0.47
20000517	0.38
20000518	0.42
20000519	0.47
20000520	0.47
20000521	0.50
20000522	0.32
20000523	0.22
20000524	0.35
20000525	0.44
20000526	0.42
20000527	0.33
20000528	0.40
20000529	0.38
20000530	0.26
20000531	0.27
20000601	0.24
20000602	0.24
20000603	0.33
20000604	0.38
20000605	0.36
20000606	0.50
20000607	0.39
20000608	0.50
20000609	0.22
20000610	0.21
20000611	0.37
20000612	0.51
20000613	0.42
20000614	0.19
20000615	0.37
20000616	0.58
20000617	0.35
20000618	0.30
20000619	0.37
20000620	0.58
20000621	0.76
20000622	0.67
20000623	0.25
20000624	0.58
20000625	0.75
20000626	0.78
20000627	0.67
20000628	0.88
20000629	0.76
20000630	0.83
20000701	0.41
20000702	0.35
20000703	0.21
20000704	0.24
20000705	0.26
20000706	0.10
20000707	0.26
20000708	0.35
20000709	0.29
20000710	0.25
20000711	0.33
20000712	0.14
20000713	0.22
20000714	0.15
20000715	0.24
20000716	0.18
20000717	0.21
20000718	0.19
20000719	0.18
20000720	0.20
20000721	0.19
20000722	0.19
20000723	0.24
20000724	0.26
20000725	0.25
20000726	0.19
20000727	0.22
20000728	0.19
20000729	0.11
20000730	0.26
20000731	0.26
20000801	0.37
20000802	0.27
20000803	0.21
20000804	0.17
20000805	0.19
20000806	0.33
20000807	0.60
20000808	0.51
20000809	0.49
20000810	0.36
20000811	0.38
20000812	0.35
20000813	0.52
20000814	0.47
20000815	0.51
20000816	0.71
20000817	0.58
20000818	0.56
20000819	0.58
20000820	0.47
20000821	0.31
20000822	0.55
20000823	0.49
20000824	0.65
20000825	0.47
20000826	0.47
20000827	0.48
20000828	0.44
20000829	0.42
20000830	0.44
20000831	0.33
20000901	0.28
20000902	0.49
20000903	0.42
20000904	0.61
20000905	0.67
20000906	0.58
20000907	0.58
20000908	0.48
20000909	0.38
20000910	0.24
20000911	0.23
20000912	0.17
20000913	0.17
20000914	0.24
20000915	0.44
20000916	0.26
20000917	0.45
20000918	0.44
20000919	0.26
20000920	0.28
20000921	0.21
20000922	0.34
20000923	0.35
20000924	0.51
20000925	0.47
20000926	0.50
20000927	0.31
20000928	0.19
20000929	0.10
20000930	0.15
20001001	0.16
20001002	0.28
20001003	0.25
20001004	0.28
20001005	0.21
20001006	0.17
20001007	0.17
20001008	0.26
20001009	0.26
20001010	0.26
20001011	0.31
20001012	0.60
20001013	0.77
20001014	0.49
20001015	0.29
20001016	0.40
20001017	0.44
20001018	0.35
20001019	0.29
20001020	0.23
20001021	0.20
20001022	0.17
20001023	0.20
20001024	0.15
20001025	0.12
20001026	0.06
20001027	0.21
20001028	0.21
20001029	0.20
20001030	0.19
20001031	0.13
20001101	0.12
20001102	0.15
20001103	0.12
20001104	0.22
20001105	0.11
20001106	0.16
20001107	0.11
20001108	0.18
20001109	0.22
20001110	0.24
20001111	0.12
20001112	0.12
20001113	0.13
20001114	0.17
20001115	0.19
20001116	0.49
20001117	0.47
20001118	0.47
20001119	0.44
20001120	0.31
20001121	0.42
20001122	0.52
20001123	0.42
20001124	0.46
20001125	0.41
20001126	0.46
20001127	0.41
20001128	0.40
20001129	0.50
20001130	0.58
20001201	0.68
20001202	0.58
20001203	0.57
20001204	0.54
20001205	0.58
20001206	0.51
20001207	0.40
20001208	0.40
20001209	0.42
20001210	0.40
20001211	0.44
20001212	0.58
20001213	0.62
20001214	0.64
20001215	0.52
20001216	0.49
20001217	0.48
20001218	0.46
20001219	0.34
20001220	0.47
20001221	0.49
20001222	0.42
20001223	0.50
20001224	0.44
20001225	0.47
20001226	0.26
20001227	0.15
20001228	0.43
20001229	0.49
20001230	0.32
20001231	0.35
20010101	0.28
20010102	0.19
20010103	0.21
20010104	0.28
20010105	0.38
20010106	0.45
20010107	0.41
20010108	0.20
20010109	0.40
20010110	0.25
20010111	0.29
20010112	0.33
20010113	0.43
20010114	0.05
20010115	0.06
20010116	0.22
20010117	0.32
20010118	0.39
20010119	0.26
20010120	0.42
20010121	0.28
20010122	0.44
20010123	0.61
20010124	0.58
20010125	0.42
20010126	0.33
20010127	0.33
20010128	0.85
20010129	0.83
20010130	0.32
20010131	0.22
20010201	0.33
20010202	0.27
20010203	0.20
20010204	0.28
20010205	0.35
20010206	0.50
20010207	0.37
20010208	0.51
20010209	0.54
20010210	0.56
20010211	0.64
20010212	0.48
20010213	0.38
20010214	0.37
20010215	0.40
20010216	0.24
20010217	0.00
20010218	0.00
20010219	0.00
20010220	0.00
20010221	0.00
20010222	0.00
20010223	0.00
20010224	0.00
20010225	0.00
20010226	0.00
20010227	0.00
20010228	0.00
20010301	0.00
20010302	0.00
20010303	0.00
20010304	0.00
20010305	0.00
20010306	0.00
20010307	0.00
20010308	0.00
20010309	0.00
20010310	0.00
20010311	0.00
20010312	0.00
20010313	0.00
20010314	0.00
20010315	0.00
20010316	0.00
20010317	0.00
20010318	0.00
20010319	0.00
20010320	0.00
20010321	0.00
20010322	0.00
20010323	0.00
20010324	0.00
20010325	0.00
20010326	0.00
20010327	0.00
20010328	0.00
20010329	0.00
20010330	0.00
20010331	0.00
20010401	0.00
20010402	0.00
20010403	0.00
20010404	0.00
20010405	0.00
20010406	0.00
20010407	0.00
20010408	0.00
20010409	0.00
20010410	0.00
20010411	0.00
20010412	0.00
20010413	0.00
20010414	0.00
20010415	0.00
20010416	0.00
20010417	0.00
20010418	0.00
20010419	0.00
20010420	0.00
20010421	0.00
20010422	0.00
20010423	0.00
20010424	0.00
20010425	0.00
20010426	0.00
20010427	0.00
20010428	0.00
20010429	0.00
20010430	0.00
20010501	0.00
20010502	0.00
20010503	0.00
20010504	0.00
20010505	0.00
20010506	0.00
20010507	0.00
20010508	0.00
20010509	0.00
20010510	0.00
20010511	0.00
20010512	0.00
20010513	0.00
20010514	0.00
20010515	0.00
20010516	0.00
20010517	0.00
20010518	0.00
20010519	0.00
20010520	0.00
20010521	0.00
20010522	0.00
20010523	0.00
20010524	0.00
20010525	0.00
20010526	0.00
20010527	0.00
20010528	0.00
20010529	0.00
20010530	0.00
20010531	0.00
20010601	0.00
20010602	0.00
20010603	0.00
20010604	0.00
20010605	0.00
20010606	0.00
20010607	0.00
20010608	0.00
20010609	0.00
20010610	0.00
20010611	0.00
20010612	0.00
20010613	0.00
20010614	0.00
20010615	0.00
20010616	0.00
20010617	0.00
20010618	0.00
20010619	0.00
20010620	0.00
20010621	0.00
20010622	0.00
20010623	0.00
20010624	0.00
20010625	0.00
20010626	0.00
20010627	0.00
20010628	0.00
20010629	0.00
20010630	0.00
20010701	0.00
20010702	0.00
20010703	0.00
20010704	0.00
20010705	0.00
20010706	0.00
20010707	0.00
20010708	0.00
20010709	0.00
20010710	0.00
20010711	0.00
20010712	0.00
20010713	0.00
20010714	0.00
20010715	0.00
20010716	0.00
20010717	0.00
20010718	0.00
20010719	0.00
20010720	0.00
20010721	0.00
20010722	0.00
20010723	0.00
20010724	0.00
20010725	0.00
20010726	0.00
20010727	0.00
20010728	0.00
20010729	0.00
20010730	0.00
20010731	0.00
20010801	0.00
20010802	0.00
20010803	0.00
20010804	0.00
20010805	0.00
20010806	0.00
20010807	0.00
20010808	0.00
20010809	0.00
20010810	0.00
20010811	0.00
20010812	0.00
20010813	0.00
20010814	0.00
20010815	0.00
20010816	0.00
20010817	0.00
20010818	0.00
20010819	0.00
20010820	0.00
20010821	0.00
20010822	0.00
20010823	0.00
20010824	0.00
20010825	0.00
20010826	0.00
20010827	0.00
20010828	0.00
20010829	0.00
20010830	0.00
20010831	0.00
20010901	0.00
20010902	0.00
20010903	0.00
20010904	0.00
20010905	0.00
20010906	0.00
20010907	0.00
20010908	0.00
20010909	0.00
20010910	0.00
20010911	0.00
20010912	0.00
20010913	0.00
20010914	0.00
20010915	0.00
20010916	0.00
20010917	0.00
20010918	0.00
20010919	0.00
20010920	0.00
20010921	0.00
20010922	0.00
20010923	0.00
20010924	0.00
20010925	0.00
20010926	0.00
20010927	0.00
20010928	0.00
20010929	0.00
20010930	0.00
20011001	0.00
20011002	0.00
20011003	0.00
20011004	0.00
20011005	0.00
20011006	0.00
20011007	0.00
20011008	0.00
20011009	0.00
20011010	0.00
20011011	0.00
20011012	0.00
20011013	0.00
20011014	0.00
20011015	0.00
20011016	0.00
20011017	0.00
20011018	0.00
20011019	0.00
20011020	0.00
20011021	0.00
20011022	0.00
20011023	0.00
20011024	0.00
20011025	0.00
20011026	0.00
20011027	0.00
20011028	0.00
20011029	0.00
20011030	0.00
20011031	0.00
20011101	0.00
20011102	0.00
20011103	0.00
20011104	0.00
20011105	0.00
20011106	0.00
20011107	0.00
20011108	0.00
20011109	0.00
20011110	0.00
20011111	0.00
20011112	0.00
20011113	0.00
20011114	0.00
20011115	0.00
20011116	0.00
20011117	0.00
20011118	0.00
20011119	0.00
20011120	0.00
20011121	0.00
20011122	0.00
20011123	0.00
20011124	0.00
20011125	0.00
20011126	0.00
20011127	0.00
20011128	0.00
20011129	0.00
20011130	0.00
20011201	0.00
20011202	0.00
20011203	0.00
20011204	0.00
20011205	0.00
20011206	0.00
20011207	0.00
20011208	0.00
20011209	0.00
20011210	0.00
20011211	0.00
20011212	0.00
20011213	0.00
20011214	0.00
20011215	0.00
20011216	0.00
20011217	0.00
20011218	0.00
20011219	0.00
20011220	0.00
20011221	0.00
20011222	0.00
20011223	0.00
20011224	0.00
20011225	0.00
20011226	0.00
20011227	0.00
20011228	0.00
20011229	0.00
20011230	0.00
20011231	0.00
20020101	0.00
20020102	0.00
20020103	0.00
20020104	0.00
20020105	0.00
20020106	0.00
20020107	0.00
20020108	0.00
20020109	0.00
20020110	0.00
20020111	0.00
20020112	0.00
20020113	0.00
20020114	0.00
20020115	0.00
20020116	0.00
20020117	0.00
20020118	0.00
20020119	0.00
20020120	0.00
20020121	0.00
20020122	0.00
20020123	0.00
20020124	0.00
20020125	0.00
20020126	0.00
20020127	0.00
20020128	0.00
20020129	0.00
20020130	0.00
20020131	0.00
20020201	0.00
20020202	0.00
20020203	0.00
20020204	0.00
20020205	0.00
20020206	0.00
20020207	0.00
20020208	0.00
20020209	0.00
20020210	0.00
20020211	0.00
20020212	0.00
20020213	0.00
20020214	0.00
20020215	0.00
20020216	0.00
20020217	0.00
20020218	0.00
20020219	0.00
20020220	0.00
20020221	0.00
20020222	0.00
20020223	0.00
20020224	0.00
20020225	0.00
20020226	0.00
20020227	0.00
20020228	0.00
20020301	0.00
20020302	0.00
20020303	0.00
20020304	0.00
20020305	0.00
20020306	0.00
20020307	0.00
20020308	0.00
20020309	0.00
20020310	0.00
20020311	0.00
20020312	0.00
20020313	0.00
20020314	0.00
20020315	0.00
20020316	0.00
20020317	0.00
20020318	0.00
20020319	0.00
20020320	0.00
20020321	0.00
20020322	0.00
20020323	0.00
20020324	0.00
20020325	0.00
20020326	0.00
20020327	0.00
20020328	0.00
20020329	0.00
20020330	0.00
20020331	0.00
20020401	0.00
20020402	0.00
20020403	0.00
20020404	0.00
20020405	0.00
20020406	0.00
20020407	0.00
20020408	0.00
20020409	0.00
20020410	0.00
20020411	0.00
20020412	0.00
20020413	0.00
20020414	0.00
20020415	0.00
20020416	0.00
20020417	0.00
20020418	0.00
20020419	0.00
20020420	0.00
20020421	0.00
20020422	0.00
20020423	0.00
20020424	0.00
20020425	0.00
20020426	0.00
20020427	0.00
20020428	0.00
20020429	0.00
20020430	0.00
20020501	0.00
20020502	0.00
20020503	0.00
20020504	0.00
20020505	0.00
20020506	0.00
20020507	0.00
20020508	0.00
20020509	0.00
20020510	0.00
20020511	0.00
20020512	0.00
20020513	0.00
20020514	0.00
20020515	0.00
20020516	0.00
20020517	0.00
20020518	0.00
20020519	0.00
20020520	0.00
20020521	0.00
20020522	0.00
20020523	0.00
20020524	0.00
20020525	0.00
20020526	0.00
20020527	0.00
20020528	0.00
20020529	0.00
20020530	0.00
20020531	0.00
20020601	0.00
20020602	0.00
20020603	0.00
20020604	0.00
20020605	0.00
20020606	0.00
20020607	0.00
20020608	0.00
20020609	0.00
20020610	0.00
20020611	0.00
20020612	0.00
20020613	0.00
20020614	0.00
20020615	0.00
20020616	0.00
20020617	0.00
20020618	0.00
20020619	0.00
20020620	0.00
20020621	0.00
20020622	0.00
20020623	0.00
20020624	0.00
20020625	0.00
20020626	0.00
20020627	0.00
20020628	0.00
20020629	0.00
20020630	0.00
20020701	0.00
20020702	0.00
20020703	0.00
20020704	0.00
20020705	0.00
20020706	0.00
20020707	0.00
20020708	0.00
20020709	0.00
20020710	0.00
20020711	0.00
20020712	0.00
20020713	0.00
20020714	0.00
20020715	0.00
20020716	0.00
20020717	0.00
20020718	0.00
20020719	0.00
20020720	0.00
20020721	0.00
20020722	0.00
20020723	0.00
20020724	0.00
20020725	0.00
20020726	0.00
20020727	0.00
20020728	0.00
20020729	0.00
20020730	0.00
20020731	0.00
20020801	0.00
20020802	0.00
20020803	0.00
20020804	0.00
20020805	0.00
20020806	0.00
20020807	0.00
20020808	0.00
20020809	0.00
20020810	0.00
20020811	0.00
20020812	0.00
20020813	0.00
20020814	0.00
20020815	0.00
20020816	0.00
20020817	0.00
20020818	0.00
20020819	0.00
20020820	0.00
20020821	0.00
20020822	0.00
20020823	0.00
20020824	0.00
20020825	0.00
20020826	0.00
20020827	0.00
20020828	0.00
20020829	0.00
20020830	0.00
20020831	0.00
20020901	0.00
20020902	0.00
20020903	0.00
20020904	0.00
20020905	0.00
20020906	0.00
20020907	0.00
20020908	0.00
20020909	0.00
20020910	0.00
20020911	0.00
20020912	0.00
20020913	0.00
20020914	0.00
20020915	0.00
20020916	0.00
20020917	0.00
20020918	0.00
20020919	0.00
20020920	0.00
20020921	0.00
20020922	0.00
20020923	0.00
20020924	0.00
20020925	0.00
20020926	0.00
20020927	0.00
20020928	0.00
20020929	0.00
20020930	0.00
20021001	0.00
20021002	0.00
20021003	0.00
20021004	0.00
20021005	0.00
20021006	0.00
20021007	0.00
20021008	0.00
20021009	0.00
20021010	0.00
20021011	0.00
20021012	0.00
20021013	0.00
20021014	0.00
20021015	0.00
20021016	0.00
20021017	0.00
20021018	0.00
20021019	0.00
20021020	0.00
20021021	0.00
20021022	0.00
20021023	0.00
20021024	0.00
20021025	0.00
20021026	0.00
20021027	0.00
20021028	0.00
20021029	0.00
20021030	0.00
20021031	0.00
20021101	0.00
20021102	0.00
20021103	0.00
20021104	0.00
20021105	0.00
20021106	0.00
20021107	0.00
20021108	0.00
20021109	0.00
20021110	0.00
20021111	0.00
20021112	0.00
20021113	0.00
20021114	0.00
20021115	0.00
20021116	0.00
20021117	0.00
20021118	0.00
20021119	0.00
20021120	0.00
20021121	0.00
20021122	0.00
20021123	0.00
20021124	0.00
20021125	0.00
20021126	0.00
20021127	0.00
20021128	0.00
20021129	0.00
20021130	0.00
20021201	0.00
20021202	0.00
20021203	0.00
20021204	0.00
20021205	0.00
20021206	0.00
20021207	0.00
20021208	0.00
20021209	0.00
20021210	0.00
20021211	0.00
20021212	0.00
20021213	0.00
20021214	0.00
20021215	0.00
20021216	0.00
20021217	0.00
20021218	0.00
20021219	0.00
20021220	0.00
20021221	0.00
20021222	0.00
20021223	0.00
20021224	0.00
20021225	0.00
20021226	0.00
20021227	0.00
20021228	0.00
20021229	0.00
20021230	0.00
20021231	0.00
20030101	0.00
20030102	0.00
20030103	0.00
20030104	0.00
20030105	0.00
20030106	0.00
20030107	0.00
20030108	0.00
20030109	0.00
20030110	0.00
20030111	0.00
20030112	0.00
20030113	0.00
20030114	0.00
20030115	0.00
20030116	0.00
20030117	0.00
20030118	0.00
20030119	0.00
20030120	0.00
20030121	0.00
20030122	0.00
20030123	0.00
20030124	0.00
20030125	0.00
20030126	0.00
20030127	0.00
20030128	0.00
20030129	0.00
20030130	0.00
20030131	0.00
20030201	0.00
20030202	0.00
20030203	0.00
20030204	0.00
20030205	0.00
20030206	0.00
20030207	0.00
20030208	0.00
20030209	0.00
20030210	0.00
20030211	0.00
20030212	0.00
20030213	0.00
20030214	0.00
20030215	0.00
20030216	0.00
20030217	0.00
20030218	0.00
20030219	0.00
20030220	0.00
20030221	0.00
20030222	0.00
20030223	0.00
20030224	0.00
20030225	0.00
20030226	0.00
20030227	0.00
20030228	0.00
20030301	0.00
20030302	0.00
20030303	0.00
20030304	0.00
20030305	0.00
20030306	0.00
20030307	0.00
20030308	0.00
20030309	0.00
20030310	0.00
20030311	0.00
20030312	0.00
20030313	0.00
20030314	0.00
20030315	0.00
20030316	0.00
20030317	0.00
20030318	0.00
20030319	0.00
20030320	0.00
20030321	0.00
20030322	0.00
20030323	0.00
20030324	0.00
20030325	0.00
20030326	0.00
20030327	0.00
20030328	0.00
20030329	0.00
20030330	0.00
20030331	0.00
20030401	0.00
20030402	0.00
20030403	0.00
20030404	0.00
20030405	0.00
20030406	0.00
20030407	0.00
20030408	0.00
20030409	0.00
20030410	0.00
20030411	0.00
20030412	0.00
20030413	0.00
20030414	0.00
20030415	0.00
20030416	0.00
20030417	0.00
20030418	0.00
20030419	0.00
20030420	0.00
20030421	0.00
20030422	0.00
20030423	0.00
20030424	0.00
20030425	0.00
20030426	0.00
20030427	0.00
20030428	0.00
20030429	0.00
20030430	0.00
20030501	0.00
20030502	0.00
20030503	0.00
20030504	0.00
20030505	0.00
20030506	0.00
20030507	0.00
20030508	0.00
20030509	0.00
20030510	0.00
20030511	0.00
20030512	0.00
20030513	0.00
20030514	0.00
20030515	0.00
20030516	0.00
20030517	0.00
20030518	0.00
20030519	0.00
20030520	0.00
20030521	0.00
20030522	0.00
20030523	0.00
20030524	0.00
20030525	0.00
20030526	0.00
20030527	0.00
20030528	0.00
20030529	0.00
20030530	0.00
20030531	0.00
20030601	0.00
20030602	0.00
20030603	0.00
20030604	0.00
20030605	0.00
20030606	0.00
20030607	0.00
20030608	0.00
20030609	0.00
20030610	0.00
20030611	0.00
20030612	0.00
20030613	0.00
20030614	0.00
20030615	0.00
20030616	0.00
20030617	0.00
20030618	0.00
20030619	0.00
20030620	0.00
20030621	0.00
20030622	0.00
20030623	0.00
20030624	0.00
20030625	0.00
20030626	0.00
20030627	0.00
20030628	0.00
20030629	0.00
20030630	0.00
20030701	0.00
20030702	0.00
20030703	0.00
20030704	0.00
20030705	0.00
20030706	0.00
20030707	0.00
20030708	0.00
20030709	0.00
20030710	0.00
20030711	0.00
20030712	0.00
20030713	0.00
20030714	0.00
20030715	0.00
20030716	0.00
20030717	0.00
20030718	0.00
20030719	0.00
20030720	0.00
20030721	0.00
20030722	0.00
20030723	0.00
20030724	0.00
20030725	0.00
20030726	0.00
20030727	0.00
20030728	0.00
20030729	0.00
20030730	0.00
20030731	0.00
20030801	0.00
20030802	0.00
20030803	0.00
20030804	0.00
20030805	0.00
20030806	0.00
20030807	0.00
20030808	0.00
20030809	0.00
20030810	0.00
20030811	0.00
20030812	0.00
20030813	0.00
20030814	0.00
20030815	0.00
20030816	0.00
20030817	0.00
20030818	0.00
20030819	0.00
20030820	0.00
20030821	0.00
20030822	0.00
20030823	0.00
20030824	0.00
20030825	0.00
20030826	0.00
20030827	0.00
20030828	0.00
20030829	0.00
20030830	0.00
20030831	0.00
20030901	0.00
20030902	0.00
20030903	0.00
20030904	0.00
20030905	0.00
20030906	0.00
20030907	0.00
20030908	0.00
20030909	0.00
20030910	0.00
20030911	0.00
20030912	0.00
20030913	0.00
20030914	0.00
20030915	0.00
20030916	0.00
20030917	0.00
20030918	0.00
20030919	0.00
20030920	0.00
20030921	0.00
20030922	0.00
20030923	0.00
20030924	0.00
20030925	0.00
20030926	0.00
20030927	0.00
20030928	0.00
20030929	0.00
20030930	0.00
20031001	0.00
20031002	0.00
20031003	0.00
20031004	0.00
20031005	0.00
20031006	0.00
20031007	0.00
20031008	0.00
20031009	0.00
20031010	0.00
20031011	0.00
20031012	0.00
20031013	0.00
20031014	0.00
20031015	0.00
20031016	0.00
20031017	0.00
20031018	0.00
20031019	0.00
20031020	0.00
20031021	0.00
20031022	0.00
20031023	0.00
20031024	0.00
20031025	0.00
20031026	0.00
20031027	0.00
20031028	0.00
20031029	0.00
20031030	0.00
20031031	0.00
20031101	0.00
20031102	0.00
20031103	0.00
20031104	0.00
20031105	0.00
20031106	0.00
20031107	0.00
20031108	0.00
20031109	0.00
20031110	0.00
20031111	0.00
20031112	0.00
20031113	0.00
20031114	0.00
20031115	0.00
20031116	0.00
20031117	0.00
20031118	0.00
20031119	0.00
20031120	0.00
20031121	0.00
20031122	0.00
20031123	0.00
20031124	0.00
20031125	0.00
20031126	0.00
20031127	0.00
20031128	0.00
20031129	0.00
20031130	0.00
20031201	0.00
20031202	0.00
20031203	0.00
20031204	0.00
20031205	0.00
20031206	0.00
20031207	0.00
20031208	0.00
20031209	0.00
20031210	0.00
20031211	0.00
20031212	0.00
20031213	0.00
20031214	0.00
20031215	0.00
20031216	0.00
20031217	0.00
20031218	0.00
20031219	0.00
20031220	0.00
20031221	0.00
20031222	0.00
20031223	0.00
20031224	0.00
20031225	0.00
20031226	0.00
20031227	0.00
20031228	0.00
20031229	0.00
20031230	0.00
20031231	0.00
20040101	0.00
20040102	0.00
20040103	0.00
20040104	0.00
20040105	0.00
20040106	0.00
20040107	0.00
20040108	0.00
20040109	0.00
20040110	0.00
